Features,Emotion
"[-3.20276764e+02  6.88970108e+01 -2.56030960e+01  2.98728466e+01
  8.51343155e+00 -1.42485132e+01 -1.39015951e+01 -2.92169247e+01
 -1.73650179e-02 -9.54925060e+00 -1.40548735e+01  8.04798782e-01
 -1.20584726e+01  8.84199429e+00 -1.57703245e+00 -1.65667191e+01
  4.64670849e+00 -7.35132551e+00 -8.10847664e+00 -1.56276715e+00
 -8.70427418e+00  6.00131810e-01  8.27386093e+00  1.13795080e+01
  2.17055016e+01  1.62863350e+01  1.44170685e+01  9.47828484e+00
  2.64514774e-01  8.53845024e+00  9.62744236e+00  9.17824841e+00
  4.27361488e+00  1.89517587e-01 -3.88023019e+00  1.30532682e+00
 -8.13917339e-01 -6.67387903e-01 -3.66991782e+00 -1.11774707e+00
  5.14331162e-01  4.38445121e-01  2.41184026e-01  1.26434699e-01
  9.23544541e-02  7.32125416e-02  8.45615417e-02  1.47728398e-01
  2.87583798e-01  3.03540736e-01  3.37234885e-01  3.91141713e-01
  1.47401322e+01  2.15484895e+01  2.48536242e+01  1.96800421e+01
  2.19261408e+01  2.47894104e+01  4.58267113e+01  3.69498698e+03
  9.29443359e-02]",radosc
"[-2.72384583e+02  7.83757019e+01  1.49899805e+00  8.33409977e+00
  9.21922684e+00 -4.21029139e+00 -2.51663857e+01 -1.68961067e+01
 -1.17638273e+01  8.36374819e-01 -7.61231756e+00  2.21778417e+00
 -4.35518217e+00  2.01953673e+00 -1.13099658e+00 -6.14188194e+00
 -2.85969901e+00  3.20192307e-01  4.87600982e-01  4.62126613e-01
  6.93893862e+00  6.07508564e+00  5.64811087e+00  7.82821131e+00
  1.42348111e+00  3.98571038e+00 -1.83363903e+00  4.99770260e+00
  3.95332408e+00  6.24117899e+00  1.21993804e+00  3.69185185e+00
 -2.16927871e-01  5.82423306e+00 -3.57401937e-01  1.24152803e+00
 -7.19272137e-01  8.62829328e-01 -8.18846822e-01  4.73768622e-01
  3.34041446e-01  4.13190246e-01  5.34972012e-01  5.21995544e-01
  4.28873837e-01  3.81477386e-01  3.35831255e-01  2.89574414e-01
  2.94238746e-01  3.42352957e-01  3.92809331e-01  3.73255402e-01
  1.74809898e+01  1.78655066e+01  1.94670518e+01  1.71450745e+01
  1.93285670e+01  1.81674449e+01  4.82937934e+01  4.00478078e+03
  1.29183186e-01]",radosc
"[-3.79504211e+02  8.82774887e+01  8.72765446e+00  3.21380539e+01
  1.45416355e+01  9.26525593e+00 -1.37464991e+01 -1.72882786e+01
 -3.72238827e+00  5.57316430e-02 -1.33160667e+01  1.86132646e+00
 -4.05839634e+00 -7.15318823e+00  5.38292837e+00 -1.58004248e+00
 -7.05674171e+00  1.02451777e+00 -2.43838739e+00  3.14431638e-01
 -3.03562808e+00  2.35774684e+00 -4.04545927e+00 -8.77699375e-01
 -9.48514402e-01 -6.31758809e-01  4.34359312e-02  1.06851935e+00
 -2.13421679e+00  4.48277903e+00  3.03180003e+00  3.48781681e+00
  5.92366028e+00  8.40384865e+00  4.50030422e+00  6.02361059e+00
  1.69306493e+00  9.17243123e-01 -7.29505718e-01  1.27694869e+00
  4.21124458e-01  4.24410611e-01  4.08694267e-01  3.97332937e-01
  3.66057307e-01  3.53469759e-01  4.33442831e-01  6.28909349e-01
  5.40806711e-01  4.74633425e-01  4.72658575e-01  4.28757370e-01
  1.98246769e+01  1.49442244e+01  1.90852713e+01  1.52252218e+01
  1.90830824e+01  1.81697087e+01  4.77048007e+01  3.31865986e+03
  4.69200721e-02]",radosc
"[-2.88165924e+02  9.98514099e+01  1.09975243e+01  1.75535908e+01
  1.42512760e+01 -3.23282480e+00 -1.15292273e+01 -1.30222387e+01
 -2.40166512e+01 -2.28049231e+00 -1.46206379e+01 -1.48557949e+00
 -7.29042244e+00  1.37905264e+00 -2.42763162e+00 -2.21364045e+00
 -4.85122728e+00 -1.93060255e+00 -6.33938694e+00 -1.16132283e+00
 -6.62153006e+00 -1.52691257e+00 -5.52990294e+00 -7.01570845e+00
 -6.81261110e+00 -1.88785720e+00 -4.94418383e+00 -1.59845150e+00
 -3.49667251e-01  8.49641991e+00  8.66659641e+00  1.07604694e+01
  1.07074327e+01  1.07479658e+01  2.44644642e+00  3.00179553e+00
  3.28651929e+00  3.35854650e+00  3.06057334e+00  4.81189442e+00
  2.60350317e-01  2.50447154e-01  2.15878740e-01  2.29462117e-01
  2.72797853e-01  2.94398129e-01  3.02508205e-01  3.40029448e-01
  4.57111150e-01  5.28971255e-01  4.61839318e-01  3.83048266e-01
  2.01631211e+01  1.83942743e+01  2.24467317e+01  1.65693011e+01
  1.80485451e+01  1.86230006e+01  4.95277179e+01  3.15886467e+03
  7.37777218e-02]",radosc
"[-4.39096313e+02  9.31545181e+01 -1.08918877e+01  3.45818367e+01
  9.75878906e+00 -9.65376186e+00 -2.30064011e+01 -1.31970940e+01
 -1.03696404e+01  1.16254973e+00 -1.04326057e+01  4.94362736e+00
  1.64849949e+00 -1.23563147e+00  5.05980587e+00 -1.10287762e+01
 -8.13388705e-01  3.05088258e+00 -3.29760599e+00  5.13792992e+00
  4.16241407e+00  5.16399086e-01  6.87521267e+00  5.37050438e+00
  1.00072966e+01  1.46978092e+01  7.76567078e+00  1.40233059e+01
  5.21344090e+00  7.21652412e+00  3.86614466e+00  3.82823253e+00
  2.15965748e-01  5.49639845e+00  4.86682987e+00  4.01470852e+00
 -3.43732506e-01 -3.62982959e-01 -1.45459747e+00 -2.31310296e+00
  4.85321820e-01  4.53055441e-01  3.26947004e-01  1.89813107e-01
  1.80851966e-01  2.14554206e-01  1.83705196e-01  2.09982395e-01
  2.57085919e-01  3.86744380e-01  5.28588355e-01  4.57443446e-01
  1.85372480e+01  1.99819634e+01  2.15225916e+01  1.69739764e+01
  1.93548795e+01  1.91336709e+01  4.74638221e+01  2.81165814e+03
  4.81041218e-02]",radosc
"[-3.74168884e+02  8.13043976e+01  1.75020027e+01  3.02546749e+01
  1.53636503e+01  1.01235752e+01 -1.59947834e+01 -2.21835938e+01
 -3.56894684e+00 -5.88623405e-01 -1.27587996e+01  7.74185991e+00
 -6.57880259e+00  1.55786800e+00  7.82034254e+00 -2.93432617e+00
 -8.49647808e+00 -3.12113106e-01  8.76351774e-01 -2.07832646e+00
 -2.56305122e+00  1.78299844e+00 -6.59334612e+00  1.82863951e+00
 -5.30288410e+00  7.49587953e-01 -3.24984169e+00 -1.00520110e+00
 -4.42675471e-01  5.63934231e+00  1.11919200e+00  7.80783033e+00
  7.16171932e+00  4.70532274e+00  3.91227055e+00  6.84087038e+00
  1.50817692e+00  2.21636677e+00  1.49157012e+00  2.52316862e-01
  4.37526524e-01  4.23182368e-01  3.83484334e-01  2.68903553e-01
  2.19174251e-01  2.50881284e-01  3.11107934e-01  4.17707503e-01
  4.40417230e-01  5.01688540e-01  4.85884994e-01  4.75552827e-01
  2.02976028e+01  1.55412782e+01  2.14922048e+01  1.64413513e+01
  1.97077314e+01  1.93412590e+01  4.86367279e+01  3.47952927e+03
  1.03373467e-01]",radosc
"[-2.47440811e+02  9.39645920e+01  1.42372332e+01  2.14582920e+00
  7.98906851e+00 -4.74704456e+00 -1.43351545e+01 -1.92158470e+01
 -1.86121826e+01 -4.15934324e+00 -1.01530352e+01 -2.64094663e+00
 -9.65996265e+00 -1.66810572e+00 -4.95764160e+00 -5.84872866e+00
 -2.25713229e+00 -4.11967945e+00 -2.32443047e+00  1.55367625e+00
  3.74882650e+00  6.64187860e+00  3.26555109e+00  1.01104765e+01
  2.14065838e+00  4.93103838e+00  1.97298551e+00  2.83460212e+00
  4.80840281e-02  2.12204051e+00 -2.48162508e+00 -4.60711330e-01
 -2.79419541e+00  1.73553455e+00 -3.94095612e+00 -5.02246380e-01
 -2.72550774e+00 -3.53415608e+00 -3.41047859e+00  1.60911858e+00
  3.23629409e-01  3.49139571e-01  3.81036580e-01  3.90472740e-01
  4.49990422e-01  3.11157405e-01  2.21324846e-01  2.23670691e-01
  2.40002722e-01  2.80354232e-01  3.36292952e-01  3.34187567e-01
  1.52346515e+01  1.92543352e+01  1.79175284e+01  1.56204735e+01
  1.73911909e+01  1.90833839e+01  4.73776465e+01  3.95539315e+03
  1.11265121e-01]",radosc
"[-4.09763885e+02  1.04129707e+02 -1.21540089e+01  1.72638950e+01
  5.69629526e+00 -6.41387987e+00 -2.28991375e+01 -1.60258541e+01
 -8.82139397e+00  4.53143454e+00 -8.23060799e+00 -3.86920422e-01
 -4.22503948e+00  4.08880949e+00 -2.33925819e-01 -1.20317039e+01
  2.21623969e+00  2.42504025e+00 -5.43693113e+00  2.65777421e+00
  5.78995228e+00  5.67188644e+00  1.39306240e+01  9.21725082e+00
  7.54795218e+00  8.75017262e+00  7.53096759e-01  9.15595245e+00
  4.13716698e+00  6.84338665e+00 -5.14204264e-01  1.17236090e+00
  2.85441089e+00  1.12757139e+01  8.65394020e+00  1.84073770e+00
 -1.98270583e+00 -1.44802117e+00 -2.67888278e-01 -2.06936407e+00
  2.02790141e-01  2.67092139e-01  4.87304211e-01  4.26921636e-01
  2.34016359e-01  1.53670713e-01  2.47831330e-01  2.70448923e-01
  3.00245434e-01  3.28494698e-01  3.30623269e-01  3.23587447e-01
  1.77591904e+01  1.89805587e+01  2.09364805e+01  1.94532980e+01
  2.12420879e+01  1.91633019e+01  4.71906807e+01  2.76827830e+03
  7.37212559e-02]",radosc
"[-2.61284210e+02  8.21697693e+01 -1.23902440e+00  1.90882664e+01
  1.26404428e+01 -4.38136339e+00 -1.47686548e+01 -2.26262589e+01
 -1.15922527e+01  4.85242033e+00 -1.17193708e+01  1.41256750e+00
 -7.73012543e+00  3.97396159e+00 -2.91601372e+00 -2.07351685e+00
 -4.42551422e+00 -1.14669788e+00 -2.77810717e+00 -2.37520385e+00
 -6.55710268e+00  1.89933062e+00 -5.55884886e+00 -4.18823290e+00
 -1.54187453e+00  5.36567748e-01 -2.58857036e+00  1.89041948e+00
 -2.53664660e+00  1.78233325e+00 -3.23751509e-01  2.92173648e+00
  5.52666044e+00  1.12567387e+01  6.43904400e+00  8.35105610e+00
  4.96962976e+00  3.95643783e+00  3.69714832e+00  7.75029421e+00
  3.49405587e-01  3.97895813e-01  3.54312807e-01  3.27728331e-01
  3.26839268e-01  3.62344861e-01  4.42557544e-01  4.62881833e-01
  4.34519678e-01  3.37367922e-01  3.46897751e-01  3.68497133e-01
  2.10698960e+01  1.70023723e+01  1.91546943e+01  1.64969608e+01
  1.85928843e+01  1.98815945e+01  4.86811020e+01  3.83169023e+03
  1.30898127e-01]",radosc
"[-3.14459991e+02  6.93089523e+01 -1.94166317e+01  1.65054379e+01
  1.79790115e+01 -1.50134840e+01 -1.72361355e+01 -2.22112713e+01
 -1.46175706e+00 -1.20656185e+01 -1.16328182e+01  3.47151875e+00
 -1.11612396e+01  1.26048279e+01  3.87288451e-01 -1.65990810e+01
  2.57708263e+00 -8.54109898e-02 -6.54946041e+00  1.42204225e+00
 -7.66471505e-01  5.80244064e+00  5.53997564e+00  9.27715015e+00
  1.60923100e+01  1.33657475e+01  9.42995834e+00  1.06390877e+01
  2.28823757e+00  7.38828325e+00  2.68537545e+00  4.56202030e+00
 -3.56543374e+00  6.58794701e-01 -3.20828104e+00  3.06522989e+00
 -4.32485133e-01 -4.13641596e+00 -4.83417797e+00  1.09057677e+00
  4.10930783e-01  5.00926316e-01  4.15908962e-01  2.55175799e-01
  1.49003893e-01  1.42066687e-01  1.32090971e-01  1.19560525e-01
  1.90320805e-01  2.48658732e-01  3.01231533e-01  3.63123327e-01
  1.53108307e+01  2.03756876e+01  2.19646249e+01  1.85706909e+01
  2.20314645e+01  2.16697086e+01  4.67146873e+01  4.60518973e+03
  1.47362119e-01]",radosc
"[-3.02619934e+02  1.01184456e+02  1.81904736e+01 -3.18026686e+00
  1.16299844e+00  4.04507339e-01 -8.97524834e+00 -1.69724102e+01
 -1.59422960e+01 -2.33014417e+00 -2.27173877e+00  4.24082232e+00
 -5.14853382e+00 -2.25244665e+00  6.76439563e-03 -3.88596416e+00
 -8.22465992e+00  2.00496465e-01 -3.76194358e+00 -2.36535120e+00
 -5.93682098e+00 -1.37937176e+00 -4.02447748e+00 -3.09463072e+00
 -2.35968852e+00  1.11480400e-01 -3.08989000e+00 -1.79570365e+00
 -1.53889871e+00  1.58971357e+00 -4.67191076e+00  1.91827726e+00
 -1.54582834e+00  5.42999804e-02 -7.98124731e-01  1.87353039e+00
  6.41017318e-01  4.03055143e+00  1.30404305e+00  3.51280618e+00
  5.13937235e-01  4.50176924e-01  5.26602447e-01  5.32689393e-01
  5.11730313e-01  5.21625638e-01  4.89082843e-01  4.42389131e-01
  3.64048302e-01  3.90506148e-01  4.94091541e-01  5.54004669e-01
  2.15958907e+01  1.42314185e+01  1.73046925e+01  1.65594700e+01
  1.74401881e+01  1.77531268e+01  4.58067559e+01  3.91502251e+03
  1.23204118e-01]",radosc
"[-2.52386414e+02  6.68579636e+01 -4.05848312e+00  6.71629858e+00
 -9.75485053e-03 -1.30897512e+01 -2.27969818e+01 -1.36304293e+01
 -1.81537724e+01 -5.82905960e+00 -5.91768408e+00 -5.95375252e+00
 -5.55009651e+00  7.58213663e+00  2.21602082e+00  3.96726990e+00
  1.05386686e+01  1.04964190e+01  2.67598200e+00  7.90527773e+00
 -3.53140801e-01  6.33274317e+00  4.94864511e+00  7.67843151e+00
  2.84493279e+00  1.01012242e+00  9.83559430e-01  8.34334195e-01
 -3.94028497e+00 -5.86729884e-01  7.55630672e-01  5.35348129e+00
  2.85538340e+00  5.94520950e+00  1.29523230e+00  5.34392786e+00
 -3.50289512e+00  1.30066943e+00 -2.09402061e+00  2.73698139e+00
  2.81198710e-01  3.94650042e-01  3.31554413e-01  3.09201747e-01
  3.11035097e-01  3.07449818e-01  3.36924344e-01  4.64434713e-01
  4.24575508e-01  2.91865647e-01  2.58075625e-01  2.08231673e-01
  1.47205333e+01  1.80122035e+01  1.99776860e+01  1.70620917e+01
  1.84907621e+01  1.82368601e+01  4.88700333e+01  4.72176535e+03
  1.78256922e-01]",radosc
"[-3.04378326e+02  7.30059738e+01 -1.33152616e+00  1.78331013e+01
  7.16920805e+00  1.40036917e+01 -2.05151119e+01 -2.03014126e+01
 -1.89937096e+01 -1.55609941e+01 -4.50863647e+00 -7.60355173e-03
 -5.24131107e+00 -7.09427714e-01 -1.69780087e+00 -3.83326578e+00
 -2.51089048e+00  5.41857719e+00  2.36315322e+00  1.27686238e+00
 -2.77843189e+00  3.24568081e+00  2.04614758e+00  5.99545288e+00
  5.24121714e+00  1.13474722e+01  6.92181826e+00  6.41967010e+00
 -4.85147893e-01 -2.41975188e-01  3.53272200e-01  1.49581182e+00
 -4.16275918e-01  5.61162472e+00  1.37051427e+00  1.61812532e+00
  1.18430041e-01  3.08332467e+00 -3.37203741e+00  2.24973845e+00
  5.63271344e-01  5.29207468e-01  3.93702567e-01  3.32321852e-01
  2.88310319e-01  2.99812347e-01  3.15343589e-01  3.95392656e-01
  3.20321113e-01  2.55344272e-01  3.01133394e-01  4.14843768e-01
  1.72935989e+01  1.69480346e+01  2.14418042e+01  1.77621672e+01
  1.95384448e+01  1.60405345e+01  4.80973898e+01  3.57862286e+03
  1.27211627e-01]",radosc
"[-3.22473785e+02  7.88287201e+01 -4.02005100e+00  1.87037201e+01
  3.80448723e+00 -1.55071001e+01 -2.35791416e+01 -1.58700886e+01
  1.97000778e+00 -4.38991213e+00 -7.79935598e+00  9.19288540e+00
 -5.26853275e+00  6.04051113e+00 -9.61042166e-01  8.73137665e+00
  8.62906647e+00  6.47884321e+00  5.96973801e+00  8.20411396e+00
 -6.95866156e+00  7.64969206e+00  6.82259035e+00 -1.42743468e-01
  7.21001816e+00 -9.44148660e-01  2.05340433e+00  2.43850422e+00
  1.03929937e+00 -6.28823489e-02  8.30160201e-01  5.88784647e+00
  2.86481690e+00  1.88738263e+00  9.97182071e-01 -2.07921222e-01
 -1.08276427e+00  2.33915734e+00 -4.09597188e-01 -8.57886493e-01
  3.44448477e-01  3.60686779e-01  3.63907963e-01  3.77447724e-01
  2.85529524e-01  2.32447773e-01  2.94734180e-01  3.17013294e-01
  3.42467695e-01  3.12852383e-01  2.67595232e-01  2.97966182e-01
  1.49183420e+01  1.62699754e+01  1.83830834e+01  1.76224507e+01
  1.98736781e+01  1.95703373e+01  4.70846467e+01  3.88356370e+03
  1.17683293e-01]",radosc
"[-3.26528687e+02  8.51618500e+01  2.13108206e+00  1.24955559e+01
  8.64165592e+00 -1.51224146e+01 -1.51382761e+01 -2.12098255e+01
 -1.01144400e+01  9.60658252e-01 -1.26022463e+01  4.00460005e+00
 -2.87430239e+00  3.49588823e+00 -5.51150131e+00  3.10433388e+00
  6.98855209e+00  1.25952330e+01  1.76390705e+01  2.17539463e+01
  4.74599886e+00  1.03914242e+01  1.02048516e+00  9.40897644e-01
  9.22397995e+00  7.94920444e+00  1.30782616e+00 -4.25958014e+00
 -1.64269423e+00  3.85260820e+00 -1.15762568e+00 -4.93007803e+00
 -1.67811885e-01  1.48302329e+00  3.68138552e+00  4.93245506e+00
  7.38655472e+00  1.22712088e+01  2.79310656e+00  3.42243147e+00
  2.36664400e-01  2.82340199e-01  2.89318711e-01  2.16499418e-01
  2.47719020e-01  4.95278329e-01  6.40874743e-01  3.58736753e-01
  1.52322114e-01  1.16609350e-01  1.17731005e-01  1.26585603e-01
  2.04187185e+01  2.37695342e+01  1.92535589e+01  1.79306989e+01
  2.02937822e+01  1.85623561e+01  4.64348535e+01  3.73101128e+03
  1.05947989e-01]",radosc
"[-3.25348419e+02  1.03351173e+02 -5.91931963e+00  2.92232018e+01
  6.07489443e+00 -1.85706558e+01 -1.78558979e+01 -2.89357147e+01
 -8.67742252e+00 -1.18771505e+00 -9.01767063e+00  8.65778637e+00
 -7.56752348e+00 -8.90882015e-02 -5.48434734e+00 -1.03589594e-01
  6.22197008e+00  2.97130156e+00  2.68397737e+00  1.94594097e+00
 -5.66846275e+00  1.63209152e+00  3.76475525e+00  1.49734008e+00
  8.09531975e+00  1.10179501e+01  9.68876266e+00  7.56977177e+00
  9.03804588e+00  1.08008976e+01  7.09113598e+00  1.02564564e+01
  8.77194691e+00  7.56007624e+00  1.16729605e+00 -1.67503133e-02
 -1.38693526e-01  1.72525883e+00 -6.21758759e-01  8.28512788e-01
  3.34098339e-01  2.78054029e-01  2.11431652e-01  1.73990801e-01
  1.62952781e-01  1.64179593e-01  1.64079621e-01  2.00583622e-01
  3.80557597e-01  4.08260256e-01  3.96321893e-01  4.22800899e-01
  1.69029844e+01  2.04679415e+01  2.14935355e+01  1.67620981e+01
  1.85184897e+01  2.05644817e+01  4.63501377e+01  3.15048218e+03
  5.57174683e-02]",radosc
"[-3.26902069e+02  1.30414948e+02  6.14993668e+00  1.87704773e+01
  6.48029232e+00 -2.60713863e+00  8.38460159e+00 -6.34585285e+00
 -8.80367184e+00 -1.91762698e+00 -3.92671537e+00  2.72141075e+00
 -1.19030821e+00 -1.05805616e+01  2.80853319e+00  5.05554533e+00
 -8.15520763e+00 -3.42236018e+00 -1.64085495e+00 -4.75388527e+00
 -5.81502151e+00 -9.47826743e-01 -3.81936359e+00 -5.23568630e+00
 -6.07096314e-01 -9.05560970e-01 -6.70874500e+00  7.32550144e-01
 -4.65506363e+00 -4.32867622e+00 -2.22492433e+00 -2.02962041e+00
 -3.50532985e+00  3.11770767e-01 -3.25882125e+00 -1.69677660e-01
 -3.51621509e+00 -1.12292969e+00 -1.59481490e+00  1.50255382e+00
  4.54765826e-01  3.98970306e-01  2.46816441e-01  2.54802227e-01
  3.48405689e-01  3.72187734e-01  3.17624032e-01  4.45777506e-01
  5.52138507e-01  4.84004140e-01  3.69574845e-01  3.60020578e-01
  2.11920548e+01  1.59310658e+01  1.83364846e+01  1.60725870e+01
  1.72309246e+01  1.98987060e+01  4.59564044e+01  2.38831676e+03
  6.09463778e-02]",radosc
"[-3.29613098e+02  1.02122978e+02  4.29051685e+00  2.38416939e+01
  2.30673141e+01  5.38774014e+00 -5.56798124e+00 -1.94240227e+01
 -5.36477709e+00 -8.69408512e+00 -6.26755762e+00 -4.81749862e-01
  9.92632389e-01 -1.45541385e-01 -1.59774408e-01 -2.35364628e+00
 -5.24343395e+00  2.23571301e+00 -1.22217071e+00 -2.54300833e+00
 -4.92528915e+00  6.42914176e-01 -4.27320528e+00 -6.90691590e-01
 -5.18329811e+00  5.87596744e-03  1.86625719e-01 -4.03003907e-03
 -3.18469882e-01  1.52022767e+00 -2.63945770e+00 -1.66953814e+00
 -2.38202047e+00 -1.04487538e+00 -2.71088886e+00  1.55173779e+00
  8.08598474e-02  5.73502398e+00 -3.07650983e-01  3.13181257e+00
  4.05021012e-01  3.55024546e-01  3.98603708e-01  4.20762390e-01
  4.18073624e-01  4.80409354e-01  4.60232228e-01  4.20431882e-01
  4.07423586e-01  4.14282143e-01  4.80788171e-01  4.91794497e-01
  1.91413169e+01  1.28990642e+01  1.80477098e+01  1.53184431e+01
  1.94445154e+01  1.81529542e+01  4.51922230e+01  2.89516715e+03
  5.26094658e-02]",gniew
"[-2.22061920e+02  7.34440079e+01  6.99569941e+00  3.26399994e+01
  7.45757341e+00 -1.26260900e+00  1.97595000e+00  3.13144779e+00
 -9.76596642e+00 -2.03383899e+00 -5.89866447e+00 -6.43296194e+00
 -2.86781216e+00 -2.47493553e+00 -3.18738842e+00  1.87295961e+00
 -6.40852547e+00 -1.77766514e+00 -2.39282703e+00 -5.11619473e+00
 -8.42614269e+00 -2.26699066e+00 -7.79415512e+00 -1.63678432e+00
 -4.24799299e+00 -1.13986766e+00 -4.39614820e+00 -4.33705902e+00
 -4.45729065e+00 -1.42991865e+00 -2.09988141e+00  2.29075742e+00
 -7.56346405e-01  8.94539118e-01 -1.65616989e+00 -1.54051614e+00
 -3.75408983e+00  2.41980910e-01 -2.91362977e+00 -1.64098337e-01
  4.12024617e-01  3.98952991e-01  4.21650440e-01  3.98817033e-01
  3.53325009e-01  3.46253604e-01  4.24270511e-01  5.23500741e-01
  5.42892516e-01  5.06701350e-01  4.37196344e-01  4.05499399e-01
  2.14368139e+01  1.45049214e+01  1.65608286e+01  1.61090549e+01
  1.52861714e+01  1.66871160e+01  4.65927491e+01  4.48965567e+03
  1.08109086e-01]",gniew
"[-3.04368469e+02  7.08701935e+01 -1.47207422e+01  3.65730553e+01
 -5.34581900e+00 -3.90976954e+00 -7.44192648e+00 -1.30062990e+01
 -2.16170311e+00 -1.47983990e+01 -4.06614542e+00 -8.87274647e+00
 -1.26329966e+01  5.73437500e+00 -7.58627224e+00 -5.71389675e+00
  9.34462190e-01 -1.02285552e+00 -2.92741418e-01  3.45498228e+00
  1.25572121e+00  1.65894687e-01 -1.62168181e+00  3.70482874e+00
  5.11648834e-01  3.63721347e+00  1.85511279e+00  4.71331453e+00
  1.82707262e+00  1.91768372e+00  5.71132803e+00  3.39582229e+00
  4.84461212e+00  5.80056906e+00 -6.43418133e-01 -2.74239361e-01
 -1.49849951e+00  4.90869582e-01  3.96089816e+00  6.10909986e+00
  3.08020324e-01  2.23546788e-01  3.06858361e-01  4.17643726e-01
  3.93886089e-01  3.50377619e-01  2.85672933e-01  3.18969399e-01
  4.00478631e-01  3.67881984e-01  4.07906294e-01  4.11675274e-01
  1.71725592e+01  1.86102972e+01  1.86343118e+01  1.52552724e+01
  1.84595394e+01  2.14644976e+01  4.64234630e+01  3.70580641e+03
  7.51042770e-02]",gniew
"[-2.18648117e+02  9.04846039e+01  3.03044662e+01  1.98274374e+00
  1.12101007e+00  2.12435770e+00 -4.73230314e+00 -7.17116404e+00
 -1.61593113e+01 -7.73707986e-01 -3.84862685e+00 -2.16780615e+00
 -1.12310791e+01  9.04191227e-04  4.25212383e-01  3.76046985e-01
 -3.86492348e+00  3.16439676e+00 -7.39106798e+00 -2.76742053e+00
 -4.05425906e-01 -3.29936123e+00 -4.73225737e+00  4.36762905e+00
 -4.03677797e+00 -1.16965365e+00 -3.82797790e+00  2.68187618e+00
 -4.37218428e+00  1.21901977e+00 -3.30948204e-01  1.74044776e+00
  1.40159547e+00  6.15697861e+00  5.69197983e-02  3.08667827e+00
 -1.28952599e+00  1.19888878e+00  8.50101590e-01  2.97039223e+00
  3.36565673e-01  3.38352144e-01  3.47488225e-01  3.48233879e-01
  3.64950150e-01  3.83331984e-01  3.81326437e-01  4.36619431e-01
  4.44719434e-01  4.59477693e-01  4.62906867e-01  3.59636456e-01
  1.93975132e+01  1.56758401e+01  1.86854984e+01  1.68856775e+01
  1.65036457e+01  1.79016613e+01  4.73080614e+01  4.22188237e+03
  1.76499853e-01]",gniew
"[-3.41131042e+02  8.58602829e+01 -1.24521828e+01  2.62637367e+01
 -2.97715683e+01  5.74093914e+00 -7.97165823e+00 -2.51583443e+01
  1.79917705e+00  1.14875340e+00 -1.33018179e+01 -7.56113708e-01
 -1.36658850e+01  5.61837053e+00 -1.75610089e+00 -1.12748451e+01
  4.64532661e+00 -2.81794024e+00 -2.82516384e+00  2.72558880e+00
 -2.81255865e+00  1.41944170e+00  7.64134884e+00  1.11497364e+01
  7.68531990e+00  6.99302578e+00  5.52793121e+00  2.34933996e+00
 -4.41245437e-01  3.71962547e+00  7.89269257e+00  1.91956306e+00
  3.62622929e+00  1.54012179e+00 -1.61113060e+00  3.16393042e+00
 -8.51413608e-01 -1.32932401e+00 -2.54541546e-01  3.64703441e+00
  3.78807247e-01  3.45768750e-01  3.49465877e-01  3.26979280e-01
  2.61818230e-01  2.91654795e-01  2.42824882e-01  2.91651964e-01
  5.11490047e-01  4.42408413e-01  3.60209644e-01  3.42708021e-01
  1.69118946e+01  1.72800413e+01  1.98692227e+01  1.79837768e+01
  2.07719595e+01  2.26022340e+01  4.92274692e+01  3.88977051e+03
  9.73739624e-02]",gniew
"[-2.98869843e+02  1.01002365e+02  2.11812186e+00  2.88886108e+01
  1.70881653e+01 -3.31978750e+00 -2.42637348e+00 -1.66374073e+01
 -8.87094021e+00 -2.93867135e+00 -9.71743965e+00  9.56478834e-01
 -4.20280600e+00 -4.67954397e+00  7.57969916e-02 -3.68199348e-01
 -6.69608736e+00 -7.59388387e-01 -4.42282343e+00 -2.45975757e+00
 -3.49603558e+00  2.13265508e-01 -6.64447689e+00 -8.22312295e-01
 -5.15800571e+00  2.39439234e-01 -2.71149158e+00 -7.38226295e-01
 -2.36982179e+00 -3.99499118e-01 -3.76860189e+00  2.76199222e+00
 -3.30501747e+00 -4.15645647e+00 -2.48990822e+00 -3.57104325e+00
 -4.49773884e+00 -4.45284724e-01 -3.77178812e+00 -5.56713402e-01
  6.84937298e-01  5.78466892e-01  4.02182966e-01  3.00888985e-01
  3.10992241e-01  3.41828704e-01  4.08503413e-01  4.54667211e-01
  3.86699945e-01  3.53239059e-01  4.52076882e-01  6.21130764e-01
  2.20173712e+01  1.45741310e+01  1.85998442e+01  1.56490494e+01
  1.66098827e+01  1.97242472e+01  4.72070031e+01  3.52652287e+03
  7.78773211e-02]",gniew
